group,residual,angle,file_a,split_a,file_b,split_b,class
2016,4.28,146.0,data_clean\train\def_front\cast_def_0_854.jpeg,train,data_clean\val\def_front\cast_def_0_2551.jpeg,val,def_front
124,4.28,332.0,data_clean\train\def_front\cast_def_0_7854.jpeg,train,data_clean\val\def_front\cast_def_0_2126.jpeg,val,def_front
624,4.28,62.0,data_clean\train\ok_front\cast_ok_0_3825.jpeg,train,data_clean\train\ok_front\cast_ok_0_7336.jpeg,train,ok_front
53,4.28,338.0,data_clean\train\ok_front\cast_ok_0_7355.jpeg,train,data_clean\val\ok_front\cast_ok_0_1334.jpeg,val,ok_front
564,4.28,22.0,data_clean\train\ok_front\cast_ok_0_3170.jpeg,train,data_clean\train\ok_front\cast_ok_0_3187.jpeg,train,ok_front
2,4.28,332.0,data_clean\train\ok_front\cast_ok_0_376.jpeg,train,data_clean\train\ok_front\cast_ok_0_405.jpeg,train,ok_front
260,4.28,302.0,data_clean\train\def_front\cast_def_0_6802.jpeg,train,data_clean\train\def_front\cast_def_0_9359.jpeg,train,def_front
7,4.28,6.0,data_clean\train\ok_front\cast_ok_0_2057.jpeg,train,data_clean\train\ok_front\cast_ok_0_6374.jpeg,train,ok_front
582,4.28,10.0,data_clean\train\ok_front\cast_ok_0_3570.jpeg,train,data_clean\train\ok_front\cast_ok_0_7753.jpeg,train,ok_front
1320,4.28,160.0,data_clean\train\ok_front\cast_ok_0_1527.jpeg,train,data_clean\train\ok_front\cast_ok_0_555.jpeg,train,ok_front
527,4.28,294.0,data_clean\train\ok_front\cast_ok_0_7054.jpeg,train,data_clean\train\ok_front\cast_ok_0_7420.jpeg,train,ok_front
145,4.29,8.0,data_clean\train\ok_front\cast_ok_0_5143.jpeg,train,data_clean\val\ok_front\cast_ok_0_9920.jpeg,val,ok_front
509,4.29,16.0,data_clean\train\ok_front\cast_ok_0_1492.jpeg,train,data_clean\train\ok_front\cast_ok_0_2095.jpeg,train,ok_front
652,4.29,326.0,data_clean\train\def_front\cast_def_0_5004.jpeg,train,data_clean\train\def_front\cast_def_0_6519.jpeg,train,def_front
970,4.29,306.0,data_clean\train\ok_front\cast_ok_0_491.jpeg,train,data_clean\val\ok_front\cast_ok_0_1891.jpeg,val,ok_front
853,4.29,206.0,data_clean\train\def_front\cast_def_0_7099.jpeg,train,data_clean\train\def_front\cast_def_0_9359.jpeg,train,def_front
782,4.29,8.0,data_clean\train\def_front\cast_def_0_3246.jpeg,train,data_clean\val\def_front\cast_def_0_40.jpeg,val,def_front
507,4.29,334.0,data_clean\train\ok_front\cast_ok_0_6170.jpeg,train,data_clean\train\ok_front\cast_ok_0_9735.jpeg,train,ok_front
387,4.29,38.0,data_clean\train\def_front\cast_def_0_3542.jpeg,train,data_clean\train\def_front\cast_def_0_5903.jpeg,train,def_front
,4.29,16.0,data_clean\train\ok_front\cast_ok_0_586.jpeg,train,data_clean\train\ok_front\cast_ok_0_7331.jpeg,train,ok_front
77,4.29,74.0,data_clean\train\def_front\cast_def_0_7596.jpeg,train,data_clean\train\def_front\cast_def_0_9818.jpeg,train,def_front
815,4.29,14.0,data_clean\train\def_front\cast_def_0_4357.jpeg,train,data_clean\train\def_front\cast_def_0_6184.jpeg,train,def_front
780,4.29,34.0,data_clean\train\def_front\cast_def_0_31.jpeg,train,data_clean\train\def_front\cast_def_0_9356.jpeg,train,def_front
96,4.29,230.0,data_clean\train\def_front\cast_def_0_4066.jpeg,train,data_clean\train\def_front\cast_def_0_9777.jpeg,train,def_front
8,4.29,338.0,data_clean\train\ok_front\cast_ok_0_2390.jpeg,train,data_clean\train\ok_front\cast_ok_0_364.jpeg,train,ok_front
1326,4.29,120.0,data_clean\train\ok_front\cast_ok_0_9466.jpeg,train,data_clean\val\ok_front\cast_ok_0_2805.jpeg,val,ok_front
308,4.29,48.0,data_clean\train\ok_front\cast_ok_0_1937.jpeg,train,data_clean\train\ok_front\cast_ok_0_6798.jpeg,train,ok_front
225,4.29,350.0,data_clean\train\def_front\cast_def_0_8288.jpeg,train,data_clean\val\def_front\cast_def_0_2375.jpeg,val,def_front
592,4.29,44.0,data_clean\train\ok_front\cast_ok_0_3130.jpeg,train,data_clean\train\ok_front\cast_ok_0_7819.jpeg,train,ok_front
25,4.29,202.0,data_clean\train\ok_front\cast_ok_0_789.jpeg,train,data_clean\val\ok_front\cast_ok_0_8008.jpeg,val,ok_front
489,4.29,330.0,data_clean\train\ok_front\cast_ok_0_4557.jpeg,train,data_clean\train\ok_front\cast_ok_0_740.jpeg,train,ok_front
,4.29,110.0,data_clean\train\ok_front\cast_ok_0_4727.jpeg,train,data_clean\train\ok_front\cast_ok_0_7866.jpeg,train,ok_front
2,4.29,356.0,data_clean\train\ok_front\cast_ok_0_1969.jpeg,train,data_clean\train\ok_front\cast_ok_0_376.jpeg,train,ok_front
900,4.29,266.0,data_clean\train\ok_front\cast_ok_0_3938.jpeg,train,data_clean\train\ok_front\cast_ok_0_7367.jpeg,train,ok_front
124,4.29,350.0,data_clean\val\def_front\cast_def_0_2126.jpeg,val,data_clean\val\def_front\cast_def_0_363.jpeg,val,def_front
903,4.29,330.0,data_clean\train\ok_front\cast_ok_0_8761.jpeg,train,data_clean\train\ok_front\cast_ok_0_9118.jpeg,train,ok_front
158,4.29,16.0,data_clean\train\ok_front\cast_ok_0_5819.jpeg,train,data_clean\train\ok_front\cast_ok_0_8073.jpeg,train,ok_front
938,4.29,298.0,data_clean\train\ok_front\cast_ok_0_2373.jpeg,train,data_clean\train\ok_front\cast_ok_0_9438.jpeg,train,ok_front
498,4.29,14.0,data_clean\train\ok_front\cast_ok_0_2098.jpeg,train,data_clean\train\ok_front\cast_ok_0_370.jpeg,train,ok_front
1405,4.29,350.0,data_clean\train\ok_front\cast_ok_0_9558.jpeg,train,data_clean\val\ok_front\cast_ok_0_2833.jpeg,val,ok_front
1409,4.29,38.0,data_clean\train\ok_front\cast_ok_0_3933.jpeg,train,data_clean\train\ok_front\cast_ok_0_4912.jpeg,train,ok_front
,4.29,332.0,data_clean\train\ok_front\cast_ok_0_1723.jpeg,train,data_clean\train\ok_front\cast_ok_0_4091.jpeg,train,ok_front
449,4.29,32.0,data_clean\train\def_front\cast_def_0_3492.jpeg,train,data_clean\train\def_front\cast_def_0_430.jpeg,train,def_front
327,4.29,296.0,data_clean\train\ok_front\cast_ok_0_4134.jpeg,train,data_clean\train\ok_front\cast_ok_0_7511.jpeg,train,ok_front
364,4.29,42.0,data_clean\train\def_front\cast_def_0_7618.jpeg,train,data_clean\train\def_front\cast_def_0_8761.jpeg,train,def_front
1205,4.29,140.0,data_clean\train\def_front\cast_def_0_3757.jpeg,train,data_clean\train\def_front\cast_def_0_9677.jpeg,train,def_front
49,4.29,108.0,data_clean\train\ok_front\cast_ok_0_2103.jpeg,train,data_clean\train\ok_front\cast_ok_0_5055.jpeg,train,ok_front
35,4.30,242.0,data_clean\train\def_front\cast_def_0_5544.jpeg,train,data_clean\train\def_front\cast_def_0_9444.jpeg,train,def_front
163,4.30,0.0,data_clean\train\ok_front\cast_ok_0_2182.jpeg,train,data_clean\val\ok_front\cast_ok_0_1174.jpeg,val,ok_front
688,4.30,328.0,data_clean\train\def_front\cast_def_0_148.jpeg,train,data_clean\train\def_front\cast_def_0_9349.jpeg,train,def_front
677,4.30,150.0,data_clean\train\def_front\cast_def_0_1302.jpeg,train,data_clean\train\def_front\cast_def_0_2604.jpeg,train,def_front
968,4.30,264.0,data_clean\train\ok_front\cast_ok_0_3689.jpeg,train,data_clean\train\ok_front\cast_ok_0_499.jpeg,train,ok_front
1415,4.30,228.0,data_clean\train\ok_front\cast_ok_0_3857.jpeg,train,data_clean\train\ok_front\cast_ok_0_9826.jpeg,train,ok_front
1985,4.30,328.0,data_clean\train\def_front\cast_def_0_6734.jpeg,train,data_clean\train\def_front\cast_def_0_9808.jpeg,train,def_front
455,4.30,318.0,data_clean\train\def_front\cast_def_0_4878.jpeg,train,data_clean\val\def_front\cast_def_0_656.jpeg,val,def_front
1011,4.30,322.0,data_clean\train\ok_front\cast_ok_0_584.jpeg,train,data_clean\train\ok_front\cast_ok_0_6061.jpeg,train,ok_front
887,4.30,298.0,data_clean\train\ok_front\cast_ok_0_5339.jpeg,train,data_clean\train\ok_front\cast_ok_0_5612.jpeg,train,ok_front
836,4.30,262.0,data_clean\train\def_front\cast_def_0_9495.jpeg,train,data_clean\train\def_front\cast_def_0_9958.jpeg,train,def_front
132,4.30,32.0,data_clean\train\ok_front\cast_ok_0_1268.jpeg,train,data_clean\train\ok_front\cast_ok_0_9714.jpeg,train,ok_front
987,4.30,14.0,data_clean\train\ok_front\cast_ok_0_4825.jpeg,train,data_clean\val\ok_front\cast_ok_0_1218.jpeg,val,ok_front
458,4.30,326.0,data_clean\train\def_front\cast_def_0_6574.jpeg,train,data_clean\train\def_front\cast_def_0_6901.jpeg,train,def_front
352,4.30,22.0,data_clean\train\ok_front\cast_ok_0_772.jpeg,train,data_clean\train\ok_front\cast_ok_0_8735.jpeg,train,ok_front
173,4.30,16.0,data_clean\train\ok_front\cast_ok_0_6906.jpeg,train,data_clean\train\ok_front\cast_ok_0_8517.jpeg,train,ok_front
38,4.30,322.0,data_clean\train\def_front\cast_def_0_3518.jpeg,train,data_clean\train\def_front\cast_def_0_8820.jpeg,train,def_front
473,4.30,22.0,data_clean\train\def_front\cast_def_0_6988.jpeg,train,data_clean\train\ok_front\cast_ok_0_1616.jpeg,train,def_front
578,4.30,326.0,data_clean\train\ok_front\cast_ok_0_2207.jpeg,train,data_clean\train\ok_front\cast_ok_0_3238.jpeg,train,ok_front
1332,4.30,40.0,data_clean\train\ok_front\cast_ok_0_4938.jpeg,train,data_clean\train\ok_front\cast_ok_0_8690.jpeg,train,ok_front
444,4.30,36.0,data_clean\train\def_front\cast_def_0_339.jpeg,train,data_clean\train\def_front\cast_def_0_3866.jpeg,train,def_front
190,4.30,146.0,data_clean\train\def_front\cast_def_0_6169.jpeg,train,data_clean\train\def_front\cast_def_0_9600.jpeg,train,def_front
170,4.30,186.0,data_clean\train\ok_front\cast_ok_0_4623.jpeg,train,data_clean\train\ok_front\cast_ok_0_6306.jpeg,train,ok_front
415,4.30,354.0,data_clean\train\def_front\cast_def_0_3482.jpeg,train,data_clean\train\def_front\cast_def_0_5084.jpeg,train,def_front
8,4.30,270.0,data_clean\train\ok_front\cast_ok_0_2390.jpeg,train,data_clean\train\ok_front\cast_ok_0_7367.jpeg,train,ok_front
20,4.30,338.0,data_clean\train\ok_front\cast_ok_0_6995.jpeg,train,data_clean\val\ok_front\cast_ok_0_7946.jpeg,val,ok_front
866,4.30,44.0,data_clean\train\ok_front\cast_ok_0_3545.jpeg,train,data_clean\train\ok_front\cast_ok_0_398.jpeg,train,ok_front
367,4.30,332.0,data_clean\train\def_front\cast_def_0_1247.jpeg,train,data_clean\val\def_front\cast_def_0_1608.jpeg,val,def_front
1355,4.30,288.0,data_clean\train\ok_front\cast_ok_0_2081.jpeg,train,data_clean\train\ok_front\cast_ok_0_6713.jpeg,train,ok_front
22,4.30,198.0,data_clean\train\ok_front\cast_ok_0_1732.jpeg,train,data_clean\train\ok_front\cast_ok_0_5934.jpeg,train,ok_front
877,4.30,54.0,data_clean\train\ok_front\cast_ok_0_2988.jpeg,train,data_clean\train\ok_front\cast_ok_0_381.jpeg,train,ok_front
61,4.31,54.0,data_clean\train\ok_front\cast_ok_0_1947.jpeg,train,data_clean\train\ok_front\cast_ok_0_2908.jpeg,train,ok_front
66,4.31,328.0,data_clean\train\ok_front\cast_ok_0_6189.jpeg,train,data_clean\train\ok_front\cast_ok_0_9837.jpeg,train,ok_front
524,4.31,322.0,data_clean\train\ok_front\cast_ok_0_3210.jpeg,train,data_clean\train\ok_front\cast_ok_0_7864.jpeg,train,ok_front
569,4.31,38.0,data_clean\train\ok_front\cast_ok_0_2144.jpeg,train,data_clean\train\ok_front\cast_ok_0_4990.jpeg,train,ok_front
654,4.31,180.0,data_clean\train\def_front\cast_def_0_1084.jpeg,train,data_clean\train\def_front\cast_def_0_4992.jpeg,train,def_front
966,4.31,304.0,data_clean\train\ok_front\cast_ok_0_4089.jpeg,train,data_clean\train\ok_front\cast_ok_0_8508.jpeg,train,ok_front
383,4.31,14.0,data_clean\train\def_front\cast_def_0_8156.jpeg,train,data_clean\train\def_front\cast_def_0_9468.jpeg,train,def_front
905,4.31,18.0,data_clean\train\ok_front\cast_ok_0_8377.jpeg,train,data_clean\train\ok_front\cast_ok_0_9443.jpeg,train,ok_front
704,4.31,20.0,data_clean\train\def_front\cast_def_0_4957.jpeg,train,data_clean\train\def_front\cast_def_0_8886.jpeg,train,def_front
621,4.31,284.0,data_clean\train\ok_front\cast_ok_0_5857.jpeg,train,data_clean\train\ok_front\cast_ok_0_9296.jpeg,train,ok_front
75,4.31,42.0,data_clean\train\def_front\cast_def_0_8504.jpeg,train,data_clean\val\def_front\cast_def_0_340.jpeg,val,def_front
390,4.31,330.0,data_clean\train\def_front\cast_def_0_3617.jpeg,train,data_clean\train\def_front\cast_def_0_7818.jpeg,train,def_front
98,4.31,38.0,data_clean\train\def_front\cast_def_0_5022.jpeg,train,data_clean\val\def_front\cast_def_0_162.jpeg,val,def_front
229,4.31,326.0,data_clean\train\def_front\cast_def_0_6986.jpeg,train,data_clean\val\def_front\cast_def_0_197.jpeg,val,def_front
686,4.31,324.0,data_clean\train\def_front\cast_def_0_186.jpeg,train,data_clean\train\def_front\cast_def_0_4761.jpeg,train,def_front
470,4.31,354.0,data_clean\train\ok_front\cast_ok_0_2721.jpeg,train,data_clean\train\ok_front\cast_ok_0_5118.jpeg,train,ok_front
68,4.31,356.0,data_clean\train\ok_front\cast_ok_0_3626.jpeg,train,data_clean\train\ok_front\cast_ok_0_7383.jpeg,train,ok_front
1702,4.31,22.0,data_clean\train\def_front\cast_def_0_5898.jpeg,train,data_clean\train\def_front\cast_def_0_8928.jpeg,train,def_front
316,4.31,158.0,data_clean\train\ok_front\cast_ok_0_3957.jpeg,train,data_clean\val\ok_front\cast_ok_0_2726.jpeg,val,ok_front
871,4.31,58.0,data_clean\train\ok_front\cast_ok_0_1229.jpeg,train,data_clean\train\ok_front\cast_ok_0_7736.jpeg,train,ok_front
1523,4.31,36.0,data_clean\train\def_front\cast_def_0_1786.jpeg,train,data_clean\train\def_front\cast_def_0_5787.jpeg,train,def_front
959,4.31,0.0,data_clean\train\ok_front\cast_ok_0_3470.jpeg,train,data_clean\train\ok_front\cast_ok_0_5223.jpeg,train,ok_front
,4.31,46.0,data_clean\train\ok_front\cast_ok_0_503.jpeg,train,data_clean\train\ok_front\cast_ok_0_8943.jpeg,train,ok_front
185,4.31,142.0,data_clean\train\def_front\cast_def_0_3773.jpeg,train,data_clean\train\def_front\cast_def_0_4626.jpeg,train,def_front
590,4.31,346.0,data_clean\train\ok_front\cast_ok_0_7256.jpeg,train,data_clean\train\ok_front\cast_ok_0_7617.jpeg,train,ok_front
150,4.31,216.0,data_clean\train\ok_front\cast_ok_0_4496.jpeg,train,data_clean\train\ok_front\cast_ok_0_7463.jpeg,train,ok_front
858,4.31,0.0,data_clean\train\ok_front\cast_ok_0_2227.jpeg,train,data_clean\train\ok_front\cast_ok_0_3321.jpeg,train,ok_front
1454,4.31,324.0,data_clean\train\ok_front\cast_ok_0_4821.jpeg,train,data_clean\train\ok_front\cast_ok_0_9174.jpeg,train,ok_front
1618,4.31,98.0,data_clean\train\def_front\cast_def_0_4742.jpeg,train,data_clean\train\def_front\cast_def_0_6989.jpeg,train,def_front
1304,4.31,156.0,data_clean\train\ok_front\cast_ok_0_184.jpeg,train,data_clean\train\ok_front\cast_ok_0_3216.jpeg,train,ok_front
,4.31,78.0,data_clean\train\def_front\cast_def_0_3180.jpeg,train,data_clean\val\def_front\cast_def_0_515.jpeg,val,def_front
505,4.32,176.0,data_clean\train\ok_front\cast_ok_0_5553.jpeg,train,data_clean\train\ok_front\cast_ok_0_9335.jpeg,train,ok_front
286,4.32,222.0,data_clean\train\ok_front\cast_ok_0_6441.jpeg,train,data_clean\train\ok_front\cast_ok_0_9508.jpeg,train,ok_front
58,4.32,316.0,data_clean\train\ok_front\cast_ok_0_7370.jpeg,train,data_clean\train\ok_front\cast_ok_0_7889.jpeg,train,ok_front
517,4.32,270.0,data_clean\train\ok_front\cast_ok_0_2031.jpeg,train,data_clean\train\ok_front\cast_ok_0_2296.jpeg,train,ok_front
62,4.32,336.0,data_clean\train\ok_front\cast_ok_0_2083.jpeg,train,data_clean\train\ok_front\cast_ok_0_5228.jpeg,train,ok_front
1038,4.32,26.0,data_clean\train\def_front\cast_def_0_9864.jpeg,train,data_clean\val\def_front\cast_def_0_230.jpeg,val,def_front
853,4.32,218.0,data_clean\train\def_front\cast_def_0_7099.jpeg,train,data_clean\train\def_front\cast_def_0_910.jpeg,train,def_front
4,4.32,30.0,data_clean\train\ok_front\cast_ok_0_7191.jpeg,train,data_clean\train\ok_front\cast_ok_0_8649.jpeg,train,ok_front
50,4.32,302.0,data_clean\train\ok_front\cast_ok_0_1674.jpeg,train,data_clean\train\ok_front\cast_ok_0_7722.jpeg,train,ok_front
883,4.32,324.0,data_clean\train\ok_front\cast_ok_0_1452.jpeg,train,data_clean\train\ok_front\cast_ok_0_7727.jpeg,train,ok_front
49,4.32,334.0,data_clean\train\ok_front\cast_ok_0_2103.jpeg,train,data_clean\val\ok_front\cast_ok_0_973.jpeg,val,ok_front
1432,4.32,136.0,data_clean\train\ok_front\cast_ok_0_4132.jpeg,train,data_clean\train\ok_front\cast_ok_0_7629.jpeg,train,ok_front
50,4.32,204.0,data_clean\train\ok_front\cast_ok_0_7064.jpeg,train,data_clean\train\ok_front\cast_ok_0_8919.jpeg,train,ok_front
286,4.32,190.0,data_clean\train\ok_front\cast_ok_0_1604.jpeg,train,data_clean\train\ok_front\cast_ok_0_9508.jpeg,train,ok_front
326,4.32,84.0,data_clean\train\ok_front\cast_ok_0_7888.jpeg,train,data_clean\val\ok_front\cast_ok_0_31.jpeg,val,ok_front
612,4.32,0.0,data_clean\val\ok_front\cast_ok_0_2291.jpeg,val,data_clean\val\ok_front\cast_ok_0_64.jpeg,val,ok_front
1442,4.32,18.0,data_clean\train\ok_front\cast_ok_0_5838.jpeg,train,data_clean\train\ok_front\cast_ok_0_8024.jpeg,train,ok_front
32,4.32,60.0,data_clean\train\def_front\cast_def_0_2019.jpeg,train,data_clean\val\def_front\cast_def_0_461.jpeg,val,def_front
156,4.32,212.0,data_clean\train\ok_front\cast_ok_0_6552.jpeg,train,data_clean\train\ok_front\cast_ok_0_9440.jpeg,train,ok_front
1150,4.32,330.0,data_clean\train\def_front\cast_def_0_2842.jpeg,train,data_clean\train\def_front\cast_def_0_548.jpeg,train,def_front
,4.32,6.0,data_clean\train\ok_front\cast_ok_0_2290.jpeg,train,data_clean\val\ok_front\cast_ok_0_952.jpeg,val,ok_front
,4.32,320.0,data_clean\train\def_front\cast_def_0_1087.jpeg,train,data_clean\val\def_front\cast_def_0_1528.jpeg,val,def_front
978,4.32,168.0,data_clean\train\ok_front\cast_ok_0_3225.jpeg,train,data_clean\train\ok_front\cast_ok_0_4494.jpeg,train,ok_front
,4.33,28.0,data_clean\train\ok_front\cast_ok_0_9643.jpeg,train,data_clean\val\ok_front\cast_ok_0_973.jpeg,val,ok_front
,4.33,22.0,data_clean\train\def_front\cast_def_0_6591.jpeg,train,data_clean\train\def_front\cast_def_0_9798.jpeg,train,def_front
339,4.33,64.0,data_clean\train\ok_front\cast_ok_0_4955.jpeg,train,data_clean\train\ok_front\cast_ok_0_7597.jpeg,train,ok_front
,4.33,0.0,data_clean\train\ok_front\cast_ok_0_1552.jpeg,train,data_clean\train\ok_front\cast_ok_0_3168.jpeg,train,ok_front
27,4.33,0.0,data_clean\train\def_front\cast_def_0_5080.jpeg,train,data_clean\train\def_front\cast_def_0_8845.jpeg,train,def_front
390,4.33,302.0,data_clean\train\def_front\cast_def_0_5911.jpeg,train,data_clean\train\def_front\cast_def_0_7159.jpeg,train,def_front
91,4.33,338.0,data_clean\train\def_front\cast_def_0_1692.jpeg,train,data_clean\train\def_front\cast_def_0_8088.jpeg,train,def_front
561,4.33,322.0,data_clean\train\ok_front\cast_ok_0_6374.jpeg,train,data_clean\train\ok_front\cast_ok_0_9562.jpeg,train,ok_front
1678,4.33,330.0,data_clean\train\def_front\cast_def_0_5210.jpeg,train,data_clean\val\def_front\cast_def_0_1613.jpeg,val,def_front
,4.33,332.0,data_clean\train\ok_front\cast_ok_0_8821.jpeg,train,data_clean\train\ok_front\cast_ok_0_9221.jpeg,train,ok_front
496,4.33,346.0,data_clean\train\ok_front\cast_ok_0_2944.jpeg,train,data_clean\train\ok_front\cast_ok_0_7338.jpeg,train,ok_front
759,4.33,240.0,data_clean\train\def_front\cast_def_0_3117.jpeg,train,data_clean\train\def_front\cast_def_0_5437.jpeg,train,def_front
1384,4.33,190.0,data_clean\train\ok_front\cast_ok_0_2965.jpeg,train,data_clean\val\ok_front\cast_ok_0_989.jpeg,val,ok_front
1470,4.33,146.0,data_clean\train\ok_front\cast_ok_0_579.jpeg,train,data_clean\train\ok_front\cast_ok_0_9335.jpeg,train,ok_front
501,4.33,28.0,data_clean\train\ok_front\cast_ok_0_142.jpeg,train,data_clean\train\ok_front\cast_ok_0_9217.jpeg,train,ok_front
271,4.33,0.0,data_clean\train\ok_front\cast_ok_0_1291.jpeg,train,data_clean\train\ok_front\cast_ok_0_8136.jpeg,train,ok_front
506,4.33,156.0,data_clean\train\ok_front\cast_ok_0_1464.jpeg,train,data_clean\train\ok_front\cast_ok_0_2996.jpeg,train,ok_front
329,4.33,58.0,data_clean\train\ok_front\cast_ok_0_3234.jpeg,train,data_clean\train\ok_front\cast_ok_0_5117.jpeg,train,ok_front
244,4.33,318.0,data_clean\train\def_front\cast_def_0_6281.jpeg,train,data_clean\train\def_front\cast_def_0_9155.jpeg,train,def_front
596,4.33,62.0,data_clean\train\ok_front\cast_ok_0_5696.jpeg,train,data_clean\train\ok_front\cast_ok_0_7712.jpeg,train,ok_front
1363,4.33,222.0,data_clean\train\ok_front\cast_ok_0_4987.jpeg,train,data_clean\train\ok_front\cast_ok_0_6712.jpeg,train,ok_front
442,4.33,320.0,data_clean\train\def_front\cast_def_0_3663.jpeg,train,data_clean\train\def_front\cast_def_0_7219.jpeg,train,def_front
483,4.33,38.0,data_clean\train\ok_front\cast_ok_0_1119.jpeg,train,data_clean\train\ok_front\cast_ok_0_9909.jpeg,train,ok_front
1954,4.33,22.0,data_clean\train\def_front\cast_def_0_4962.jpeg,train,data_clean\train\def_front\cast_def_0_8381.jpeg,train,def_front
21,4.34,60.0,data_clean\train\ok_front\cast_ok_0_6673.jpeg,train,data_clean\train\ok_front\cast_ok_0_8972.jpeg,train,ok_front
,4.34,10.0,data_clean\train\def_front\cast_def_0_103.jpeg,train,data_clean\train\def_front\cast_def_0_6552.jpeg,train,def_front
98,4.34,14.0,data_clean\train\def_front\cast_def_0_1868.jpeg,train,data_clean\train\def_front\cast_def_0_7225.jpeg,train,def_front
1622,4.34,256.0,data_clean\train\def_front\cast_def_0_354.jpeg,train,data_clean\train\def_front\cast_def_0_4370.jpeg,train,def_front
339,4.34,0.0,data_clean\train\ok_front\cast_ok_0_7469.jpeg,train,data_clean\train\ok_front\cast_ok_0_9558.jpeg,train,ok_front
365,4.34,28.0,data_clean\train\def_front\cast_def_0_1204.jpeg,train,data_clean\train\def_front\cast_def_0_9920.jpeg,train,def_front
,4.34,330.0,data_clean\train\def_front\cast_def_0_7501.jpeg,train,data_clean\train\def_front\cast_def_0_9917.jpeg,train,def_front
126,4.34,190.0,data_clean\train\ok_front\cast_ok_0_57.jpeg,train,data_clean\train\ok_front\cast_ok_0_8865.jpeg,train,ok_front
54,4.34,66.0,data_clean\train\ok_front\cast_ok_0_5750.jpeg,train,data_clean\train\ok_front\cast_ok_0_8714.jpeg,train,ok_front
78,4.34,338.0,data_clean\train\def_front\cast_def_0_9264.jpeg,train,data_clean\val\def_front\cast_def_0_1059.jpeg,val,def_front
1409,4.34,84.0,data_clean\train\ok_front\cast_ok_0_3933.jpeg,train,data_clean\train\ok_front\cast_ok_0_6866.jpeg,train,ok_front
939,4.34,332.0,data_clean\train\ok_front\cast_ok_0_2068.jpeg,train,data_clean\train\ok_front\cast_ok_0_6250.jpeg,train,ok_front
453,4.34,108.0,data_clean\train\def_front\cast_def_0_6378.jpeg,train,data_clean\train\def_front\cast_def_0_9599.jpeg,train,def_front
1169,4.34,322.0,data_clean\train\def_front\cast_def_0_3107.jpeg,train,data_clean\train\def_front\cast_def_0_5719.jpeg,train,def_front
1643,4.34,142.0,data_clean\train\def_front\cast_def_0_6678.jpeg,train,data_clean\train\def_front\cast_def_0_7351.jpeg,train,def_front
58,4.34,154.0,data_clean\train\ok_front\cast_ok_0_7889.jpeg,train,data_clean\val\ok_front\cast_ok_0_2752.jpeg,val,ok_front
1307,4.34,262.0,data_clean\train\ok_front\cast_ok_0_46.jpeg,train,data_clean\train\ok_front\cast_ok_0_5006.jpeg,train,ok_front
24,4.34,236.0,data_clean\train\ok_front\cast_ok_0_6666.jpeg,train,data_clean\val\ok_front\cast_ok_0_5533.jpeg,val,ok_front
1315,4.34,260.0,data_clean\train\ok_front\cast_ok_0_1802.jpeg,train,data_clean\train\ok_front\cast_ok_0_331.jpeg,train,ok_front
1019,4.34,152.0,data_clean\train\ok_front\cast_ok_0_6719.jpeg,train,data_clean\train\ok_front\cast_ok_0_9421.jpeg,train,ok_front
1751,4.34,354.0,data_clean\val\ok_front\cast_ok_0_1384.jpeg,val,data_clean\val\ok_front\cast_ok_0_505.jpeg,val,ok_front
608,4.34,138.0,data_clean\train\ok_front\cast_ok_0_3290.jpeg,train,data_clean\train\ok_front\cast_ok_0_3628.jpeg,train,ok_front
65,4.34,24.0,data_clean\train\ok_front\cast_ok_0_3839.jpeg,train,data_clean\train\ok_front\cast_ok_0_6921.jpeg,train,ok_front
44,4.34,350.0,data_clean\train\ok_front\cast_ok_0_1301.jpeg,train,data_clean\train\ok_front\cast_ok_0_7198.jpeg,train,ok_front
1300,4.34,352.0,data_clean\train\ok_front\cast_ok_0_1910.jpeg,train,data_clean\train\ok_front\cast_ok_0_8924.jpeg,train,ok_front
573,4.34,20.0,data_clean\train\ok_front\cast_ok_0_4637.jpeg,train,data_clean\train\ok_front\cast_ok_0_7916.jpeg,train,ok_front
470,4.34,212.0,data_clean\train\ok_front\cast_ok_0_5346.jpeg,train,data_clean\train\ok_front\cast_ok_0_6050.jpeg,train,ok_front
900,4.35,56.0,data_clean\train\ok_front\cast_ok_0_4266.jpeg,train,data_clean\train\ok_front\cast_ok_0_8269.jpeg,train,ok_front
711,4.35,342.0,data_clean\train\def_front\cast_def_0_2615.jpeg,train,data_clean\val\def_front\cast_def_0_1594.jpeg,val,def_front
631,4.35,208.0,data_clean\train\ok_front\cast_ok_0_4411.jpeg,train,data_clean\train\ok_front\cast_ok_0_9736.jpeg,train,ok_front
74,4.35,104.0,data_clean\train\ok_front\cast_ok_0_5068.jpeg,train,data_clean\train\ok_front\cast_ok_0_7664.jpeg,train,ok_front
93,4.35,284.0,data_clean\train\def_front\cast_def_0_3113.jpeg,train,data_clean\train\def_front\cast_def_0_3257.jpeg,train,def_front
1103,4.35,334.0,data_clean\train\def_front\cast_def_0_8694.jpeg,train,data_clean\val\def_front\cast_def_0_2396.jpeg,val,def_front
80,4.35,6.0,data_clean\train\def_front\cast_def_0_1152.jpeg,train,data_clean\train\def_front\cast_def_0_2641.jpeg,train,def_front
540,4.35,4.0,data_clean\train\ok_front\cast_ok_0_2613.jpeg,train,data_clean\train\ok_front\cast_ok_0_8966.jpeg,train,ok_front
