file,cluster,distance_to_centre
data_clean\train\def_front\cast_def_0_6184.jpeg,2,35.6473
data_clean\train\def_front\cast_def_0_7067.jpeg,2,35.7008
data_clean\train\def_front\cast_def_0_2797.jpeg,2,35.7965
data_clean\train\def_front\cast_def_0_9930.jpeg,2,35.9703
data_clean\train\def_front\cast_def_0_5929.jpeg,2,35.9897
data_clean\train\def_front\cast_def_0_8959.jpeg,2,36.1255
data_clean\train\def_front\cast_def_0_938.jpeg,2,36.2319
data_clean\train\def_front\cast_def_0_4136.jpeg,2,36.3484
data_clean\val\def_front\cast_def_0_2308.jpeg,2,36.4203
data_clean\train\def_front\cast_def_0_2193.jpeg,2,36.4211
data_clean\train\def_front\cast_def_0_8134.jpeg,2,36.4514
data_clean\train\def_front\cast_def_0_9466.jpeg,2,36.5445
data_clean\train\def_front\cast_def_0_5354.jpeg,2,36.5578
data_clean\train\def_front\cast_def_0_5172.jpeg,2,36.7697
data_clean\train\def_front\cast_def_0_9448.jpeg,2,36.7700
data_clean\train\def_front\cast_def_0_9464.jpeg,2,36.9367
data_clean\train\def_front\cast_def_0_1037.jpeg,2,36.9703
data_clean\train\def_front\cast_def_0_7428.jpeg,2,37.0251
data_clean\train\def_front\cast_def_0_8923.jpeg,2,37.2702
data_clean\train\def_front\cast_def_0_8822.jpeg,2,37.2746
data_clean\train\def_front\cast_def_0_8954.jpeg,2,37.3194
data_clean\train\def_front\cast_def_0_2928.jpeg,2,37.5065
data_clean\train\def_front\cast_def_0_6464.jpeg,2,37.5077
data_clean\train\def_front\cast_def_0_8951.jpeg,2,37.5143
data_clean\train\def_front\cast_def_0_8581.jpeg,2,37.5456
data_clean\train\def_front\cast_def_0_5662.jpeg,2,37.5750
data_clean\train\def_front\cast_def_0_3202.jpeg,2,37.5843
data_clean\train\def_front\cast_def_0_7596.jpeg,2,37.5897
data_clean\train\def_front\cast_def_0_4686.jpeg,2,37.7286
data_clean\train\def_front\cast_def_0_3169.jpeg,2,37.8384
data_clean\train\def_front\cast_def_0_7456.jpeg,2,37.9153
data_clean\train\def_front\cast_def_0_5707.jpeg,2,38.0545
data_clean\train\def_front\cast_def_0_4834.jpeg,2,38.1016
data_clean\train\def_front\cast_def_0_9800.jpeg,2,38.2102
data_clean\val\def_front\cast_def_0_1596.jpeg,2,38.2509
data_clean\train\def_front\cast_def_0_1439.jpeg,2,38.2626
data_clean\train\def_front\cast_def_0_5408.jpeg,2,38.2942
data_clean\train\def_front\cast_def_0_1711.jpeg,2,38.4169
data_clean\train\def_front\cast_def_0_897.jpeg,2,38.4760
data_clean\train\def_front\cast_def_0_9253.jpeg,2,38.5169
data_clean\train\def_front\cast_def_0_8286.jpeg,2,38.5482
data_clean\train\def_front\cast_def_0_9573.jpeg,2,38.8121
data_clean\train\def_front\cast_def_0_8426.jpeg,2,38.8838
data_clean\train\def_front\cast_def_0_374.jpeg,2,39.2441
data_clean\train\def_front\cast_def_0_4204.jpeg,2,39.2644
data_clean\train\def_front\cast_def_0_9855.jpeg,2,39.3057
data_clean\train\def_front\cast_def_0_7967.jpeg,2,39.4287
data_clean\train\def_front\cast_def_0_731.jpeg,2,39.5536
data_clean\train\def_front\cast_def_0_2888.jpeg,2,39.6353
data_clean\train\def_front\cast_def_0_8851.jpeg,2,39.7392
data_clean\train\def_front\cast_def_0_1090.jpeg,2,39.9872
data_clean\val\def_front\cast_def_0_3412.jpeg,2,40.1315
data_clean\train\def_front\cast_def_0_2597.jpeg,2,40.1571
data_clean\train\def_front\cast_def_0_9975.jpeg,2,40.1831
data_clean\train\def_front\cast_def_0_5944.jpeg,2,40.3197
data_clean\train\def_front\cast_def_0_8990.jpeg,2,40.3496
data_clean\train\def_front\cast_def_0_7953.jpeg,2,40.4542
data_clean\train\def_front\cast_def_0_8401.jpeg,2,40.5527
data_clean\train\def_front\cast_def_0_6577.jpeg,2,40.7182
data_clean\train\def_front\cast_def_0_4655.jpeg,2,40.7620
data_clean\train\def_front\cast_def_0_1836.jpeg,2,41.0427
data_clean\val\def_front\cast_def_0_1422.jpeg,2,41.3002
data_clean\val\def_front\cast_def_0_456.jpeg,2,41.4391
data_clean\train\def_front\cast_def_0_9142.jpeg,2,41.5890
data_clean\train\def_front\cast_def_0_9325.jpeg,2,41.8329
data_clean\train\def_front\cast_def_0_3571.jpeg,2,41.9340
data_clean\train\def_front\cast_def_0_1817.jpeg,2,42.1568
data_clean\val\def_front\cast_def_0_280.jpeg,2,42.2150
data_clean\train\def_front\cast_def_0_6115.jpeg,2,42.2404
data_clean\train\def_front\cast_def_0_4297.jpeg,2,42.2923
data_clean\train\def_front\cast_def_0_2042.jpeg,2,42.2971
data_clean\train\def_front\cast_def_0_2291.jpeg,2,42.3089
data_clean\train\def_front\cast_def_0_4594.jpeg,2,42.4470
data_clean\train\def_front\cast_def_0_3431.jpeg,2,42.4680
data_clean\train\def_front\cast_def_0_8658.jpeg,2,42.4930
data_clean\train\def_front\cast_def_0_5731.jpeg,2,42.7735
data_clean\val\def_front\cast_def_0_552.jpeg,2,42.8153
data_clean\train\def_front\cast_def_0_3287.jpeg,2,42.9274
data_clean\train\def_front\cast_def_0_9928.jpeg,2,42.9294
data_clean\train\def_front\cast_def_0_2954.jpeg,2,42.9884
data_clean\val\def_front\cast_def_0_617.jpeg,2,42.9946
data_clean\train\def_front\cast_def_0_4326.jpeg,2,42.9977
data_clean\train\def_front\cast_def_0_5302.jpeg,2,43.1497
data_clean\train\def_front\cast_def_0_5232.jpeg,2,43.2038
data_clean\train\def_front\cast_def_0_6767.jpeg,2,43.2429
data_clean\train\def_front\cast_def_0_2248.jpeg,2,43.2489
data_clean\train\def_front\cast_def_0_8872.jpeg,2,43.2803
data_clean\train\def_front\cast_def_0_4109.jpeg,2,43.3989
data_clean\train\def_front\cast_def_0_7122.jpeg,2,43.6039
data_clean\train\def_front\cast_def_0_1953.jpeg,2,43.6703
data_clean\train\def_front\cast_def_0_5240.jpeg,2,43.6743
data_clean\train\def_front\cast_def_0_799.jpeg,2,43.6756
data_clean\train\def_front\cast_def_0_2129.jpeg,2,43.8378
data_clean\train\def_front\cast_def_0_2902.jpeg,2,43.8381
data_clean\train\def_front\cast_def_0_9130.jpeg,2,43.8744
data_clean\train\def_front\cast_def_0_8295.jpeg,2,44.0264
data_clean\train\def_front\cast_def_0_9066.jpeg,2,44.0338
data_clean\train\def_front\cast_def_0_9897.jpeg,2,44.0677
data_clean\train\def_front\cast_def_0_6585.jpeg,2,44.0951
data_clean\train\def_front\cast_def_0_5923.jpeg,2,44.1164
data_clean\val\def_front\cast_def_0_1480.jpeg,2,44.1781
data_clean\train\def_front\cast_def_0_5850.jpeg,2,44.4570
data_clean\train\def_front\cast_def_0_3853.jpeg,2,44.4747
data_clean\train\def_front\cast_def_0_6761.jpeg,2,44.6213
data_clean\train\def_front\cast_def_0_6728.jpeg,2,44.6739
data_clean\train\def_front\cast_def_0_3858.jpeg,2,44.7678
data_clean\train\def_front\cast_def_0_193.jpeg,2,44.8220
data_clean\train\def_front\cast_def_0_3742.jpeg,2,44.9028
data_clean\train\def_front\cast_def_0_9715.jpeg,2,45.0192
data_clean\train\def_front\cast_def_0_4954.jpeg,2,45.0931
data_clean\train\def_front\cast_def_0_3898.jpeg,2,45.2583
data_clean\train\def_front\cast_def_0_66.jpeg,2,45.2746
data_clean\val\def_front\cast_def_0_1536.jpeg,2,45.4262
data_clean\train\def_front\cast_def_0_5990.jpeg,2,45.4319
data_clean\train\def_front\cast_def_0_5940.jpeg,2,45.5456
data_clean\train\def_front\cast_def_0_1151.jpeg,2,45.6913
data_clean\val\def_front\cast_def_0_1636.jpeg,2,45.8147
data_clean\train\def_front\cast_def_0_7733.jpeg,2,45.8695
data_clean\train\def_front\cast_def_0_7898.jpeg,2,45.8793
data_clean\train\def_front\cast_def_0_9486.jpeg,2,45.9072
data_clean\train\def_front\cast_def_0_7885.jpeg,2,45.9900
data_clean\train\def_front\cast_def_0_3460.jpeg,2,46.0187
data_clean\train\def_front\cast_def_0_1108.jpeg,2,46.0744
data_clean\train\def_front\cast_def_0_354.jpeg,2,46.1326
data_clean\train\def_front\cast_def_0_3737.jpeg,2,46.3580
data_clean\train\def_front\cast_def_0_6687.jpeg,2,46.3806
data_clean\val\def_front\cast_def_0_1186.jpeg,2,46.3904
data_clean\train\def_front\cast_def_0_3558.jpeg,2,46.4523
data_clean\train\def_front\cast_def_0_9963.jpeg,2,46.5743
data_clean\train\def_front\cast_def_0_9555.jpeg,2,46.6082
data_clean\train\def_front\cast_def_0_2332.jpeg,2,46.6446
data_clean\train\def_front\cast_def_0_3067.jpeg,2,46.6938
data_clean\train\def_front\cast_def_0_3478.jpeg,2,46.7199
data_clean\train\def_front\cast_def_0_2542.jpeg,2,46.7539
data_clean\train\def_front\cast_def_0_9794.jpeg,2,46.7706
data_clean\train\def_front\cast_def_0_4884.jpeg,2,46.7768
data_clean\train\def_front\cast_def_0_2840.jpeg,2,46.9059
data_clean\train\def_front\cast_def_0_1001.jpeg,2,47.0771
data_clean\train\def_front\cast_def_0_8521.jpeg,2,47.3563
data_clean\val\def_front\cast_def_0_1411.jpeg,2,47.4132
data_clean\train\def_front\cast_def_0_8956.jpeg,2,47.6465
data_clean\train\def_front\cast_def_0_8362.jpeg,2,47.6513
data_clean\train\def_front\cast_def_0_6264.jpeg,2,47.7404
data_clean\train\def_front\cast_def_0_8782.jpeg,2,47.8098
data_clean\train\def_front\cast_def_0_631.jpeg,2,47.8234
data_clean\train\def_front\cast_def_0_8661.jpeg,2,47.9234
data_clean\train\def_front\cast_def_0_9467.jpeg,2,48.0561
data_clean\train\def_front\cast_def_0_7577.jpeg,2,48.1779
data_clean\val\def_front\cast_def_0_549.jpeg,2,48.2475
data_clean\train\def_front\cast_def_0_978.jpeg,2,48.3022
data_clean\train\def_front\cast_def_0_9025.jpeg,2,48.3111
data_clean\train\def_front\cast_def_0_7312.jpeg,2,48.3445
data_clean\train\def_front\cast_def_0_4900.jpeg,2,48.9285
data_clean\train\def_front\cast_def_0_6122.jpeg,2,48.9429
data_clean\train\def_front\cast_def_0_7047.jpeg,2,49.0357
data_clean\train\def_front\cast_def_0_5166.jpeg,2,49.2265
data_clean\train\def_front\cast_def_0_8604.jpeg,2,49.2543
data_clean\train\def_front\cast_def_0_6058.jpeg,2,49.3866
data_clean\train\def_front\cast_def_0_9946.jpeg,2,49.4406
data_clean\train\def_front\cast_def_0_2482.jpeg,2,49.4523
data_clean\train\def_front\cast_def_0_7939.jpeg,2,49.4947
data_clean\train\def_front\cast_def_0_5858.jpeg,2,49.5441
data_clean\train\def_front\cast_def_0_6213.jpeg,2,49.5631
data_clean\train\def_front\cast_def_0_5221.jpeg,2,49.6030
data_clean\train\def_front\cast_def_0_520.jpeg,2,49.7352
data_clean\train\def_front\cast_def_0_4947.jpeg,2,49.7765
data_clean\val\def_front\cast_def_0_2479.jpeg,2,49.7966
data_clean\train\def_front\cast_def_0_5394.jpeg,2,49.8619
data_clean\train\def_front\cast_def_0_9908.jpeg,2,49.9580
data_clean\train\def_front\cast_def_0_4375.jpeg,2,49.9842
data_clean\train\def_front\cast_def_0_6342.jpeg,2,50.1989
data_clean\train\def_front\cast_def_0_757.jpeg,2,50.2264
data_clean\val\def_front\cast_def_0_1400.jpeg,2,50.2747
data_clean\train\def_front\cast_def_0_1360.jpeg,2,50.2883
data_clean\train\def_front\cast_def_0_5787.jpeg,2,50.3008
data_clean\train\def_front\cast_def_0_7458.jpeg,2,50.3480
data_clean\train\def_front\cast_def_0_3874.jpeg,2,50.3756
data_clean\train\def_front\cast_def_0_4835.jpeg,2,50.6920
data_clean\train\def_front\cast_def_0_314.jpeg,2,50.7452
data_clean\train\def_front\cast_def_0_6269.jpeg,2,50.7759
data_clean\train\def_front\cast_def_0_1306.jpeg,2,50.9578
data_clean\train\def_front\cast_def_0_3764.jpeg,2,50.9940
data_clean\train\def_front\cast_def_0_1209.jpeg,2,51.1588
data_clean\val\def_front\cast_def_0_485.jpeg,2,51.1902
data_clean\train\def_front\cast_def_0_6189.jpeg,2,51.1983
data_clean\train\def_front\cast_def_0_9319.jpeg,2,51.2044
data_clean\train\def_front\cast_def_0_8320.jpeg,2,51.2606
data_clean\val\def_front\cast_def_0_1935.jpeg,2,51.3009
data_clean\train\def_front\cast_def_0_7473.jpeg,2,51.3777
data_clean\train\def_front\cast_def_0_882.jpeg,2,51.5407
data_clean\train\def_front\cast_def_0_9750.jpeg,2,51.5643
data_clean\train\def_front\cast_def_0_2608.jpeg,2,51.7027
data_clean\train\def_front\cast_def_0_9231.jpeg,2,51.7977
data_clean\train\def_front\cast_def_0_3901.jpeg,2,51.8705
data_clean\train\def_front\cast_def_0_4260.jpeg,2,51.8770
data_clean\train\def_front\cast_def_0_6090.jpeg,2,51.9054
data_clean\train\def_front\cast_def_0_6754.jpeg,2,51.9411
data_clean\train\def_front\cast_def_0_4773.jpeg,2,51.9978
data_clean\train\def_front\cast_def_0_6552.jpeg,2,52.0593
data_clean\train\def_front\cast_def_0_4546.jpeg,2,52.2620
data_clean\train\def_front\cast_def_0_8478.jpeg,2,52.5742
data_clean\train\def_front\cast_def_0_5517.jpeg,2,52.5828
data_clean\val\def_front\cast_def_0_442.jpeg,2,52.6539
data_clean\train\def_front\cast_def_0_6298.jpeg,2,52.7076
data_clean\train\def_front\cast_def_0_5290.jpeg,2,52.7119
data_clean\train\def_front\cast_def_0_200.jpeg,2,52.8382
data_clean\train\def_front\cast_def_0_4480.jpeg,2,52.9431
data_clean\train\def_front\cast_def_0_5341.jpeg,2,52.9856
data_clean\train\def_front\cast_def_0_7855.jpeg,2,53.0158
data_clean\train\def_front\cast_def_0_3952.jpeg,2,53.0878
data_clean\train\def_front\cast_def_0_9888.jpeg,2,53.0967
data_clean\train\def_front\cast_def_0_3050.jpeg,2,53.2471
data_clean\train\def_front\cast_def_0_9660.jpeg,2,53.3334
data_clean\train\def_front\cast_def_0_9468.jpeg,2,53.4060
data_clean\train\def_front\cast_def_0_4957.jpeg,2,53.4363
data_clean\train\def_front\cast_def_0_4908.jpeg,2,53.5509
data_clean\train\def_front\cast_def_0_9705.jpeg,2,53.6457
data_clean\val\def_front\cast_def_0_65.jpeg,2,53.7963
data_clean\train\def_front\cast_def_0_4357.jpeg,2,53.8054
data_clean\train\def_front\cast_def_0_6154.jpeg,2,53.8369
data_clean\train\def_front\cast_def_0_3821.jpeg,2,53.9245
data_clean\train\def_front\cast_def_0_6801.jpeg,2,53.9632
data_clean\train\def_front\cast_def_0_5081.jpeg,2,53.9690
data_clean\train\def_front\cast_def_0_7298.jpeg,2,54.1944
data_clean\train\def_front\cast_def_0_2939.jpeg,2,54.2356
data_clean\train\def_front\cast_def_0_3883.jpeg,2,54.5362
data_clean\train\def_front\cast_def_0_3485.jpeg,2,54.5732
data_clean\train\def_front\cast_def_0_8755.jpeg,2,54.5934
data_clean\train\def_front\cast_def_0_4401.jpeg,2,54.5942
data_clean\train\def_front\cast_def_0_6023.jpeg,2,54.6139
data_clean\train\def_front\cast_def_0_7265.jpeg,2,54.6282
data_clean\train\def_front\cast_def_0_8179.jpeg,2,54.7300
data_clean\train\def_front\cast_def_0_4434.jpeg,2,54.7901
data_clean\train\def_front\cast_def_0_3527.jpeg,2,54.8379
data_clean\train\def_front\cast_def_0_3329.jpeg,2,54.8591
data_clean\train\def_front\cast_def_0_9404.jpeg,2,54.9115
data_clean\val\def_front\cast_def_0_2392.jpeg,2,54.9598
data_clean\train\def_front\cast_def_0_9193.jpeg,2,55.0507
data_clean\train\def_front\cast_def_0_8550.jpeg,2,55.0753
data_clean\train\def_front\cast_def_0_2050.jpeg,2,55.0994
data_clean\train\def_front\cast_def_0_3188.jpeg,2,55.1625
data_clean\train\def_front\cast_def_0_1087.jpeg,2,55.2718
data_clean\train\def_front\cast_def_0_8032.jpeg,2,55.4790
data_clean\train\def_front\cast_def_0_8501.jpeg,2,55.5254
data_clean\train\def_front\cast_def_0_2814.jpeg,2,55.6539
data_clean\train\def_front\cast_def_0_5294.jpeg,2,55.8445
data_clean\train\def_front\cast_def_0_2754.jpeg,2,55.8770
data_clean\train\def_front\cast_def_0_7679.jpeg,2,55.8965
data_clean\train\def_front\cast_def_0_1112.jpeg,2,56.0461
data_clean\train\def_front\cast_def_0_7318.jpeg,2,56.0512
data_clean\val\def_front\cast_def_0_514.jpeg,2,56.0577
data_clean\train\def_front\cast_def_0_8652.jpeg,2,56.2340
data_clean\train\def_front\cast_def_0_4936.jpeg,2,56.2895
data_clean\train\def_front\cast_def_0_9700.jpeg,2,56.5552
data_clean\val\def_front\cast_def_0_1589.jpeg,2,56.7324
data_clean\train\def_front\cast_def_0_6885.jpeg,2,56.8080
data_clean\train\def_front\cast_def_0_5634.jpeg,2,56.9252
data_clean\train\def_front\cast_def_0_5028.jpeg,2,57.0256
data_clean\train\def_front\cast_def_0_9695.jpeg,2,57.0504
data_clean\train\def_front\cast_def_0_8910.jpeg,2,57.0832
data_clean\train\def_front\cast_def_0_3857.jpeg,2,57.2059
data_clean\train\def_front\cast_def_0_2325.jpeg,2,57.4905
data_clean\train\def_front\cast_def_0_3892.jpeg,2,57.5257
data_clean\train\def_front\cast_def_0_8698.jpeg,2,57.5640
data_clean\val\def_front\cast_def_0_1477.jpeg,2,57.6675
data_clean\val\def_front\cast_def_0_9991.jpeg,2,57.8873
data_clean\train\def_front\cast_def_0_6089.jpeg,2,57.9394
data_clean\val\def_front\cast_def_0_4186.jpeg,2,58.0506
data_clean\train\def_front\cast_def_0_8156.jpeg,2,58.0778
data_clean\train\def_front\cast_def_0_6074.jpeg,2,58.3331
data_clean\train\def_front\cast_def_0_6206.jpeg,2,58.3564
data_clean\train\def_front\cast_def_0_1407.jpeg,2,58.5924
data_clean\train\def_front\cast_def_0_7516.jpeg,2,58.7558
data_clean\train\def_front\cast_def_0_3692.jpeg,2,58.7592
data_clean\train\def_front\cast_def_0_9604.jpeg,2,58.8109
data_clean\train\def_front\cast_def_0_6120.jpeg,2,58.8829
data_clean\train\def_front\cast_def_0_3414.jpeg,2,58.9541
data_clean\train\def_front\cast_def_0_3739.jpeg,2,59.0226
data_clean\train\def_front\cast_def_0_467.jpeg,2,59.0337
data_clean\train\def_front\cast_def_0_5084.jpeg,2,59.4464
data_clean\train\def_front\cast_def_0_5225.jpeg,2,59.5881
data_clean\train\def_front\cast_def_0_2779.jpeg,2,59.6035
data_clean\train\def_front\cast_def_0_9024.jpeg,2,59.7083
data_clean\train\def_front\cast_def_0_5239.jpeg,2,59.7161
data_clean\train\def_front\cast_def_0_8187.jpeg,2,59.7271
data_clean\train\def_front\cast_def_0_74.jpeg,2,59.7728
data_clean\train\def_front\cast_def_0_9785.jpeg,2,59.8551
data_clean\train\def_front\cast_def_0_4307.jpeg,2,60.2232
data_clean\train\def_front\cast_def_0_3314.jpeg,2,60.3130
data_clean\train\def_front\cast_def_0_4765.jpeg,2,60.4557
data_clean\train\def_front\cast_def_0_7627.jpeg,2,60.5144
data_clean\train\def_front\cast_def_0_1092.jpeg,2,60.6407
data_clean\train\def_front\cast_def_0_4914.jpeg,2,60.7252
data_clean\train\def_front\cast_def_0_5673.jpeg,2,60.7665
data_clean\train\def_front\cast_def_0_203.jpeg,2,60.9403
data_clean\train\def_front\cast_def_0_4544.jpeg,2,61.0351
data_clean\train\def_front\cast_def_0_5286.jpeg,2,61.0393
data_clean\train\def_front\cast_def_0_7237.jpeg,2,61.1025
data_clean\train\def_front\cast_def_0_2011.jpeg,2,61.1291
data_clean\train\def_front\cast_def_0_6250.jpeg,2,61.2103
data_clean\train\def_front\cast_def_0_7689.jpeg,2,61.3245
data_clean\train\def_front\cast_def_0_5529.jpeg,2,61.5466
data_clean\train\def_front\cast_def_0_3479.jpeg,2,61.8359
data_clean\train\def_front\cast_def_0_5776.jpeg,2,61.8503
data_clean\train\def_front\cast_def_0_8867.jpeg,2,62.2351
data_clean\train\def_front\cast_def_0_7873.jpeg,2,62.3839
data_clean\train\def_front\cast_def_0_6944.jpeg,2,62.4463
data_clean\train\def_front\cast_def_0_5203.jpeg,2,62.4976
data_clean\train\def_front\cast_def_0_8119.jpeg,2,62.6039
data_clean\train\def_front\cast_def_0_3631.jpeg,2,62.6536
data_clean\val\def_front\cast_def_0_7271.jpeg,2,62.7284
data_clean\train\def_front\cast_def_0_2045.jpeg,2,62.8016
data_clean\val\def_front\cast_def_0_15.jpeg,2,62.8229
data_clean\train\def_front\cast_def_0_6734.jpeg,2,62.8369
data_clean\train\def_front\cast_def_0_9825.jpeg,2,62.8607
data_clean\train\def_front\cast_def_0_3036.jpeg,2,62.9245
data_clean\train\def_front\cast_def_0_9355.jpeg,2,62.9757
data_clean\train\def_front\cast_def_0_9671.jpeg,2,62.9869
data_clean\train\def_front\cast_def_0_1896.jpeg,2,63.0648
data_clean\train\def_front\cast_def_0_122.jpeg,2,63.1832
data_clean\train\def_front\cast_def_0_7489.jpeg,2,63.1880
data_clean\val\def_front\cast_def_0_1413.jpeg,2,63.1897
data_clean\train\def_front\cast_def_0_5918.jpeg,2,63.2499
data_clean\train\def_front\cast_def_0_6703.jpeg,2,63.3061
data_clean\train\def_front\cast_def_0_8201.jpeg,2,63.3657
data_clean\train\def_front\cast_def_0_9150.jpeg,2,63.4330
data_clean\train\def_front\cast_def_0_9689.jpeg,2,63.5202
data_clean\train\def_front\cast_def_0_6495.jpeg,2,63.5371
data_clean\val\def_front\cast_def_0_1586.jpeg,2,63.5619
data_clean\val\def_front\cast_def_0_4164.jpeg,2,63.8277
data_clean\train\def_front\cast_def_0_5259.jpeg,2,63.8792
data_clean\train\def_front\cast_def_0_3829.jpeg,2,63.8843
data_clean\train\def_front\cast_def_0_9627.jpeg,2,63.9450
data_clean\train\def_front\cast_def_0_2256.jpeg,2,63.9804
data_clean\train\def_front\cast_def_0_6067.jpeg,2,64.0373
data_clean\train\def_front\cast_def_0_2433.jpeg,2,64.2750
data_clean\train\def_front\cast_def_0_8203.jpeg,2,64.3553
data_clean\train\def_front\cast_def_0_3496.jpeg,2,64.4292
data_clean\train\def_front\cast_def_0_9483.jpeg,2,64.4546
data_clean\train\def_front\cast_def_0_5192.jpeg,2,64.5231
data_clean\train\def_front\cast_def_0_7501.jpeg,2,64.6104
data_clean\train\def_front\cast_def_0_908.jpeg,2,64.6440
data_clean\train\def_front\cast_def_0_1860.jpeg,2,64.7784
data_clean\train\def_front\cast_def_0_6947.jpeg,2,64.8747
data_clean\train\def_front\cast_def_0_1727.jpeg,2,64.9223
data_clean\train\def_front\cast_def_0_8821.jpeg,2,65.0145
data_clean\train\def_front\cast_def_0_8215.jpeg,2,65.1209
data_clean\train\def_front\cast_def_0_4654.jpeg,2,65.1675
data_clean\train\def_front\cast_def_0_2785.jpeg,2,65.2245
data_clean\train\def_front\cast_def_0_3003.jpeg,2,65.2561
data_clean\train\def_front\cast_def_0_6301.jpeg,2,65.3304
data_clean\val\def_front\cast_def_0_1660.jpeg,2,65.3309
data_clean\train\def_front\cast_def_0_5631.jpeg,2,65.4539
data_clean\val\def_front\cast_def_0_1645.jpeg,2,65.5082
data_clean\train\def_front\cast_def_0_9864.jpeg,2,65.5189
data_clean\train\def_front\cast_def_0_5325.jpeg,2,65.5304
data_clean\train\def_front\cast_def_0_5859.jpeg,2,65.5545
data_clean\train\def_front\cast_def_0_8888.jpeg,2,65.6471
data_clean\train\def_front\cast_def_0_9277.jpeg,2,65.6685
data_clean\train\def_front\cast_def_0_9387.jpeg,2,65.6901
data_clean\train\def_front\cast_def_0_3403.jpeg,2,65.6972
data_clean\train\def_front\cast_def_0_4102.jpeg,2,65.8303
data_clean\train\def_front\cast_def_0_7778.jpeg,2,66.0206
data_clean\train\def_front\cast_def_0_3498.jpeg,2,66.0276
data_clean\val\def_front\cast_def_0_291.jpeg,2,66.0488
data_clean\train\def_front\cast_def_0_1369.jpeg,2,66.1193
data_clean\val\def_front\cast_def_0_703.jpeg,2,66.2132
data_clean\train\def_front\cast_def_0_3805.jpeg,2,66.3046
data_clean\val\def_front\cast_def_0_2393.jpeg,2,66.3872
data_clean\train\def_front\cast_def_0_7114.jpeg,2,66.4544
data_clean\train\def_front\cast_def_0_9956.jpeg,2,66.5659
data_clean\train\def_front\cast_def_0_7432.jpeg,2,66.5735
data_clean\train\def_front\cast_def_0_4123.jpeg,2,66.7251
data_clean\train\def_front\cast_def_0_9921.jpeg,2,66.8700
data_clean\val\def_front\cast_def_0_2451.jpeg,2,67.1136
data_clean\train\def_front\cast_def_0_9006.jpeg,2,67.1331
data_clean\train\def_front\cast_def_0_2400.jpeg,2,67.3003
data_clean\val\def_front\cast_def_0_499.jpeg,2,67.3761
data_clean\train\def_front\cast_def_0_7026.jpeg,2,67.5267
data_clean\train\def_front\cast_def_0_5820.jpeg,2,67.7188
data_clean\train\def_front\cast_def_0_5040.jpeg,2,67.7252
data_clean\train\def_front\cast_def_0_526.jpeg,2,67.8221
data_clean\train\def_front\cast_def_0_8055.jpeg,2,68.3651
data_clean\train\def_front\cast_def_0_9602.jpeg,2,68.4024
data_clean\train\def_front\cast_def_0_3659.jpeg,2,68.4469
data_clean\val\def_front\cast_def_0_1509.jpeg,2,68.7202
data_clean\train\def_front\cast_def_0_1457.jpeg,2,68.7318
data_clean\train\def_front\cast_def_0_9816.jpeg,2,68.9994
data_clean\train\def_front\cast_def_0_211.jpeg,2,69.1399
data_clean\train\def_front\cast_def_0_5323.jpeg,2,69.3324
data_clean\train\def_front\cast_def_0_3254.jpeg,2,69.4270
data_clean\train\def_front\cast_def_0_2735.jpeg,2,69.5127
data_clean\train\def_front\cast_def_0_4103.jpeg,2,69.7147
data_clean\val\def_front\cast_def_0_2341.jpeg,2,69.7834
data_clean\train\def_front\cast_def_0_5819.jpeg,2,69.9945
data_clean\train\def_front\cast_def_0_3765.jpeg,2,70.0128
data_clean\train\def_front\cast_def_0_1276.jpeg,2,70.1519
data_clean\train\def_front\cast_def_0_2523.jpeg,2,70.1705
data_clean\train\def_front\cast_def_0_2426.jpeg,2,70.2308
data_clean\train\def_front\cast_def_0_1113.jpeg,2,70.2717
data_clean\train\def_front\cast_def_0_3834.jpeg,2,70.3601
data_clean\train\def_front\cast_def_0_191.jpeg,2,70.4352
data_clean\train\def_front\cast_def_0_8557.jpeg,2,70.5057
data_clean\train\def_front\cast_def_0_8504.jpeg,2,70.5491
data_clean\train\def_front\cast_def_0_2122.jpeg,2,70.7868
data_clean\train\def_front\cast_def_0_3046.jpeg,2,71.2848
data_clean\train\def_front\cast_def_0_5525.jpeg,2,71.3770
data_clean\train\def_front\cast_def_0_9259.jpeg,2,71.6138
data_clean\train\def_front\cast_def_0_9463.jpeg,2,71.6551
data_clean\train\def_front\cast_def_0_7394.jpeg,2,71.9131
data_clean\train\def_front\cast_def_0_41.jpeg,2,71.9273
data_clean\train\def_front\cast_def_0_7827.jpeg,2,72.0541
data_clean\train\def_front\cast_def_0_4552.jpeg,2,72.1222
data_clean\val\def_front\cast_def_0_1614.jpeg,2,72.1765
data_clean\train\def_front\cast_def_0_936.jpeg,2,72.2612
data_clean\train\def_front\cast_def_0_653.jpeg,2,72.2881
data_clean\train\def_front\cast_def_0_8783.jpeg,2,72.3461
data_clean\train\def_front\cast_def_0_8329.jpeg,2,72.3872
data_clean\train\def_front\cast_def_0_9430.jpeg,2,72.4495
data_clean\train\def_front\cast_def_0_1966.jpeg,2,72.4618
data_clean\train\def_front\cast_def_0_9634.jpeg,2,72.6062
data_clean\train\def_front\cast_def_0_8192.jpeg,2,72.6509
data_clean\val\def_front\cast_def_0_1678.jpeg,2,72.7791
data_clean\train\def_front\cast_def_0_8256.jpeg,2,72.8008
data_clean\train\def_front\cast_def_0_3161.jpeg,2,72.8338
