file,split,hand_labelled,p_fray,p_chip,p_spot,p_slash
data_clean\train\def_front\cast_def_0_5819.jpeg,train,0,0.0012,0.0033,0.7164,0.6618
data_clean\train\def_front\cast_def_0_5820.jpeg,train,0,0.0027,0.1104,0.9435,0.1870
data_clean\train\def_front\cast_def_0_5830.jpeg,train,0,1.0000,0.2471,0.1672,0.3696
data_clean\train\def_front\cast_def_0_5832.jpeg,train,1,1.0000,0.1503,0.0460,0.6094
data_clean\train\def_front\cast_def_0_5833.jpeg,train,0,0.9970,0.6646,0.7749,0.3854
data_clean\train\def_front\cast_def_0_5834.jpeg,train,0,0.9995,0.1174,0.0072,0.8951
data_clean\train\def_front\cast_def_0_5836.jpeg,train,0,0.0005,0.1190,0.5899,0.1132
data_clean\train\def_front\cast_def_0_5838.jpeg,train,0,0.9999,0.1864,0.0793,0.8293
data_clean\train\def_front\cast_def_0_5841.jpeg,train,0,0.0005,0.1988,0.8834,0.0261
data_clean\train\def_front\cast_def_0_5847.jpeg,train,0,1.0000,0.0832,0.0054,0.9551
data_clean\train\def_front\cast_def_0_5848.jpeg,train,0,0.9959,0.6947,0.6974,0.2808
data_clean\train\def_front\cast_def_0_5850.jpeg,train,0,0.0002,0.3718,0.9345,0.0172
data_clean\train\def_front\cast_def_0_5857.jpeg,train,0,0.0285,0.4277,0.8814,0.2152
data_clean\train\def_front\cast_def_0_5858.jpeg,train,0,0.0003,0.2386,0.7669,0.0320
data_clean\train\def_front\cast_def_0_5859.jpeg,train,0,0.0018,0.0162,0.7593,0.3671
data_clean\train\def_front\cast_def_0_5861.jpeg,train,0,0.9996,0.6440,0.9180,0.8772
data_clean\train\def_front\cast_def_0_5864.jpeg,train,0,0.9999,0.2641,0.0680,0.7984
data_clean\train\def_front\cast_def_0_5865.jpeg,train,0,0.0002,0.0636,0.9412,0.0220
data_clean\train\def_front\cast_def_0_5867.jpeg,train,0,0.0008,0.0001,0.2069,0.9042
data_clean\train\def_front\cast_def_0_5868.jpeg,train,0,0.0044,0.0768,0.2841,0.2385
data_clean\train\def_front\cast_def_0_5872.jpeg,train,0,0.0002,0.2309,0.7508,0.0435
data_clean\train\def_front\cast_def_0_5877.jpeg,train,0,0.0003,0.0884,0.8832,0.0818
data_clean\train\def_front\cast_def_0_5881.jpeg,train,0,0.0000,0.6187,0.9041,0.0039
data_clean\train\def_front\cast_def_0_5883.jpeg,train,0,0.9991,0.7364,0.9633,0.9171
data_clean\train\def_front\cast_def_0_5887.jpeg,train,0,0.0000,0.4846,0.7747,0.0046
data_clean\train\def_front\cast_def_0_5888.jpeg,train,0,0.0005,0.0165,0.8187,0.1765
data_clean\train\def_front\cast_def_0_5889.jpeg,train,0,0.0027,0.0602,0.9201,0.1625
data_clean\train\def_front\cast_def_0_5890.jpeg,train,0,0.0011,0.0704,0.8300,0.0977
data_clean\train\def_front\cast_def_0_5894.jpeg,train,0,0.0033,0.0064,0.5213,0.4147
data_clean\train\def_front\cast_def_0_5895.jpeg,train,0,0.0003,0.0081,0.8870,0.1766
data_clean\train\def_front\cast_def_0_5896.jpeg,train,1,0.9999,0.1250,0.0044,0.9440
data_clean\train\def_front\cast_def_0_5898.jpeg,train,0,0.0017,0.1654,0.8542,0.1421
data_clean\train\def_front\cast_def_0_5900.jpeg,train,0,0.9997,0.2308,0.0064,0.9376
data_clean\train\def_front\cast_def_0_5901.jpeg,train,0,1.0000,0.3313,0.4117,0.4770
data_clean\train\def_front\cast_def_0_5902.jpeg,train,0,0.9997,0.0943,0.0038,0.8988
data_clean\train\def_front\cast_def_0_5903.jpeg,train,0,0.0028,0.2083,0.8209,0.0511
data_clean\train\def_front\cast_def_0_5904.jpeg,train,0,0.0004,0.0379,0.8313,0.1452
data_clean\train\def_front\cast_def_0_5909.jpeg,train,0,0.0023,0.0629,0.8487,0.1845
data_clean\train\def_front\cast_def_0_5911.jpeg,train,0,0.9008,0.0306,0.3054,0.2608
data_clean\train\def_front\cast_def_0_5914.jpeg,train,0,0.9992,0.3264,0.3405,0.3761
data_clean\train\def_front\cast_def_0_5916.jpeg,train,0,0.0080,0.2635,0.9194,0.1165
data_clean\train\def_front\cast_def_0_5917.jpeg,train,0,0.9910,0.4787,0.3600,0.4408
data_clean\train\def_front\cast_def_0_5918.jpeg,train,0,0.0004,0.0015,0.6166,0.6611
data_clean\train\def_front\cast_def_0_5920.jpeg,train,0,0.9999,0.1758,0.1399,0.8263
data_clean\train\def_front\cast_def_0_5921.jpeg,train,0,0.0009,0.0856,0.9400,0.0155
data_clean\train\def_front\cast_def_0_5922.jpeg,train,0,0.0213,0.4410,0.8016,0.1855
data_clean\train\def_front\cast_def_0_5923.jpeg,train,0,0.0009,0.0199,0.7637,0.2420
data_clean\train\def_front\cast_def_0_5925.jpeg,train,0,1.0000,0.2602,0.2500,0.5294
data_clean\train\def_front\cast_def_0_5927.jpeg,train,0,0.9999,0.1155,0.0441,0.8194
data_clean\train\def_front\cast_def_0_5928.jpeg,train,0,1.0000,0.3805,0.3070,0.3926
data_clean\train\def_front\cast_def_0_5929.jpeg,train,0,0.0068,0.0752,0.6427,0.4114
data_clean\train\def_front\cast_def_0_5930.jpeg,train,0,0.0018,0.2202,0.0022,0.9045
data_clean\train\def_front\cast_def_0_5935.jpeg,train,0,0.9988,0.4238,0.2323,0.4348
data_clean\train\def_front\cast_def_0_5938.jpeg,train,0,0.0037,0.1035,0.9598,0.0802
data_clean\train\def_front\cast_def_0_5940.jpeg,train,0,0.0001,0.0131,0.7653,0.1231
data_clean\train\def_front\cast_def_0_5941.jpeg,train,0,0.0867,0.4286,0.8368,0.1874
data_clean\train\def_front\cast_def_0_5944.jpeg,train,0,0.9998,0.1649,0.0570,0.7174
data_clean\train\def_front\cast_def_0_5951.jpeg,train,0,0.9991,0.2936,0.0238,0.7006
data_clean\train\def_front\cast_def_0_5952.jpeg,train,0,0.0003,0.0425,0.0352,0.6299
data_clean\train\def_front\cast_def_0_5954.jpeg,train,0,0.9998,0.3407,0.1077,0.7828
data_clean\train\def_front\cast_def_0_5955.jpeg,train,0,0.0000,0.9998,0.0005,0.0028
data_clean\train\def_front\cast_def_0_5956.jpeg,train,0,0.0005,0.0714,0.0034,0.8605
data_clean\train\def_front\cast_def_0_5961.jpeg,train,0,0.0000,0.4113,0.9117,0.0072
data_clean\train\def_front\cast_def_0_5962.jpeg,train,0,0.0022,0.0450,0.7654,0.2785
data_clean\train\def_front\cast_def_0_5963.jpeg,train,0,0.0006,0.9403,0.0108,0.1337
data_clean\train\def_front\cast_def_0_5964.jpeg,train,0,0.0017,0.1513,0.6476,0.1710
data_clean\train\def_front\cast_def_0_5967.jpeg,train,0,0.9989,0.3466,0.2071,0.3166
data_clean\train\def_front\cast_def_0_597.jpeg,train,0,0.0000,0.9999,0.0003,0.0012
data_clean\train\def_front\cast_def_0_5976.jpeg,train,0,0.0002,0.9920,0.0003,0.0587
data_clean\train\def_front\cast_def_0_5978.jpeg,train,0,0.0000,0.9998,0.0004,0.0072
data_clean\train\def_front\cast_def_0_5979.jpeg,train,0,0.0050,0.1791,0.7079,0.0529
data_clean\train\def_front\cast_def_0_598.jpeg,train,0,1.0000,0.2345,0.1257,0.6298
data_clean\train\def_front\cast_def_0_5980.jpeg,train,0,0.9998,0.2033,0.0060,0.9203
data_clean\train\def_front\cast_def_0_5982.jpeg,train,0,1.0000,0.3026,0.1941,0.6588
data_clean\train\def_front\cast_def_0_5985.jpeg,train,0,0.0115,0.1775,0.6298,0.2638
data_clean\train\def_front\cast_def_0_5987.jpeg,train,0,0.0020,0.1276,0.8515,0.0659
data_clean\train\def_front\cast_def_0_5990.jpeg,train,0,0.0008,0.0200,0.8291,0.3000
data_clean\train\def_front\cast_def_0_5991.jpeg,train,0,0.9996,0.0257,0.0006,0.9839
data_clean\train\def_front\cast_def_0_5992.jpeg,train,0,0.0054,0.2976,0.9001,0.0285
data_clean\train\def_front\cast_def_0_5995.jpeg,train,0,0.0000,0.5092,0.8629,0.0033
data_clean\train\def_front\cast_def_0_5997.jpeg,train,0,0.9952,0.4917,0.4412,0.2979
data_clean\train\def_front\cast_def_0_60.jpeg,train,0,0.9998,0.1691,0.0308,0.8166
data_clean\train\def_front\cast_def_0_6003.jpeg,train,0,0.0029,0.1086,0.3602,0.2095
data_clean\train\def_front\cast_def_0_6004.jpeg,train,0,0.0003,0.0687,0.7934,0.0981
data_clean\train\def_front\cast_def_0_6006.jpeg,train,1,0.9997,0.6143,0.9012,0.8813
data_clean\train\def_front\cast_def_0_6007.jpeg,train,0,0.0003,0.0132,0.6645,0.2194
data_clean\train\def_front\cast_def_0_6011.jpeg,train,0,0.0004,0.0251,0.7094,0.1354
data_clean\train\def_front\cast_def_0_6013.jpeg,train,0,0.0009,0.1565,0.8780,0.0326
data_clean\train\def_front\cast_def_0_6014.jpeg,train,0,0.0022,0.1736,0.8703,0.0670
data_clean\train\def_front\cast_def_0_6017.jpeg,train,0,0.9999,0.0830,0.0312,0.9029
data_clean\train\def_front\cast_def_0_6018.jpeg,train,0,1.0000,0.0489,0.0055,0.9507
data_clean\train\def_front\cast_def_0_6023.jpeg,train,0,0.0048,0.0039,0.0072,0.9635
data_clean\train\def_front\cast_def_0_6027.jpeg,train,0,1.0000,0.0328,0.0079,0.7297
data_clean\train\def_front\cast_def_0_6029.jpeg,train,0,0.0004,0.0161,0.8201,0.1388
data_clean\train\def_front\cast_def_0_6037.jpeg,train,0,0.0042,0.0027,0.6850,0.3755
data_clean\train\def_front\cast_def_0_6038.jpeg,train,0,0.0010,0.1717,0.8419,0.1091
data_clean\train\def_front\cast_def_0_6040.jpeg,train,0,0.9998,0.3993,0.3324,0.3881
data_clean\train\def_front\cast_def_0_6042.jpeg,train,1,0.0002,0.0241,0.9036,0.1401
data_clean\train\def_front\cast_def_0_6047.jpeg,train,0,0.0010,0.0792,0.7557,0.1360
data_clean\train\def_front\cast_def_0_6049.jpeg,train,0,0.0166,0.0139,0.0037,0.9862
data_clean\train\def_front\cast_def_0_6052.jpeg,train,0,0.0000,0.5368,0.9419,0.0035
data_clean\train\def_front\cast_def_0_6054.jpeg,train,0,0.0002,0.1099,0.9562,0.0127
data_clean\train\def_front\cast_def_0_6055.jpeg,train,0,0.0003,0.9973,0.0004,0.0314
data_clean\train\def_front\cast_def_0_6056.jpeg,train,0,0.9996,0.0935,0.0058,0.9248
data_clean\train\def_front\cast_def_0_6058.jpeg,train,0,0.0009,0.0072,0.4433,0.4836
data_clean\train\def_front\cast_def_0_606.jpeg,train,0,0.9989,0.3346,0.1546,0.4952
data_clean\train\def_front\cast_def_0_6063.jpeg,train,0,0.0005,0.0071,0.4354,0.3950
data_clean\train\def_front\cast_def_0_6064.jpeg,train,0,1.0000,0.1505,0.0491,0.7004
data_clean\train\def_front\cast_def_0_6065.jpeg,train,0,0.0053,0.0201,0.4789,0.5782
data_clean\train\def_front\cast_def_0_6066.jpeg,train,0,0.0025,0.9949,0.0003,0.1245
data_clean\train\def_front\cast_def_0_6067.jpeg,train,0,0.0004,0.0528,0.7359,0.1269
data_clean\train\def_front\cast_def_0_6069.jpeg,train,0,0.0007,0.0111,0.6530,0.3424
data_clean\train\def_front\cast_def_0_6070.jpeg,train,0,0.0023,0.9743,0.0000,0.4059
data_clean\train\def_front\cast_def_0_6074.jpeg,train,0,0.0868,0.1675,0.6476,0.2144
data_clean\train\def_front\cast_def_0_6075.jpeg,train,0,0.0223,0.2842,0.7957,0.2327
data_clean\train\def_front\cast_def_0_608.jpeg,train,0,1.0000,0.1232,0.0674,0.6769
data_clean\train\def_front\cast_def_0_6080.jpeg,train,0,1.0000,0.1553,0.0418,0.8862
data_clean\train\def_front\cast_def_0_6084.jpeg,train,0,0.0001,0.9988,0.0005,0.0232
data_clean\train\def_front\cast_def_0_6089.jpeg,train,0,0.0002,0.0719,0.7912,0.0580
data_clean\train\def_front\cast_def_0_6090.jpeg,train,0,0.0003,0.0870,0.0043,0.8202
data_clean\train\def_front\cast_def_0_6091.jpeg,train,0,0.0002,0.9693,0.0003,0.1649
data_clean\train\def_front\cast_def_0_6092.jpeg,train,0,1.0000,0.0822,0.0205,0.9033
data_clean\train\def_front\cast_def_0_6095.jpeg,train,0,0.9997,0.5235,0.8083,0.8638
data_clean\train\def_front\cast_def_0_61.jpeg,train,0,0.0004,0.0106,0.4754,0.3526
data_clean\train\def_front\cast_def_0_610.jpeg,train,0,0.0002,0.0363,0.9374,0.0237
data_clean\train\def_front\cast_def_0_6103.jpeg,train,0,1.0000,0.2421,0.1697,0.5408
data_clean\train\def_front\cast_def_0_6104.jpeg,train,0,0.9998,0.0905,0.0281,0.6982
data_clean\train\def_front\cast_def_0_6108.jpeg,train,0,0.0010,0.0185,0.9203,0.1403
data_clean\train\def_front\cast_def_0_6109.jpeg,train,0,0.9999,0.0247,0.0019,0.9452
data_clean\train\def_front\cast_def_0_6111.jpeg,train,0,1.0000,0.2364,0.2745,0.5016
data_clean\train\def_front\cast_def_0_6114.jpeg,train,0,0.0000,0.4625,0.8763,0.0061
data_clean\train\def_front\cast_def_0_6115.jpeg,train,0,0.0003,0.0016,0.8522,0.3873
data_clean\train\def_front\cast_def_0_6116.jpeg,train,0,0.0009,0.0889,0.8954,0.0570
data_clean\train\def_front\cast_def_0_6119.jpeg,train,0,0.9993,0.1398,0.0049,0.8999
data_clean\train\def_front\cast_def_0_6120.jpeg,train,0,0.0004,0.0916,0.8746,0.0368
data_clean\train\def_front\cast_def_0_6121.jpeg,train,0,0.0302,0.0656,0.3575,0.2108
data_clean\train\def_front\cast_def_0_6122.jpeg,train,0,0.0003,0.0071,0.6830,0.3233
data_clean\train\def_front\cast_def_0_6124.jpeg,train,1,0.9994,0.2932,0.0078,0.8875
data_clean\train\def_front\cast_def_0_6129.jpeg,train,0,0.0002,0.0279,0.0098,0.8817
data_clean\train\def_front\cast_def_0_6134.jpeg,train,0,0.0015,0.0113,0.7423,0.1764
data_clean\train\def_front\cast_def_0_6135.jpeg,train,0,0.9999,0.4215,0.4856,0.5839
data_clean\train\def_front\cast_def_0_6136.jpeg,train,0,0.0000,0.3484,0.8862,0.0032
data_clean\train\def_front\cast_def_0_6141.jpeg,train,0,0.0000,0.6816,0.9233,0.0026
data_clean\train\def_front\cast_def_0_6142.jpeg,train,0,0.0019,0.0168,0.0320,0.9092
data_clean\train\def_front\cast_def_0_6143.jpeg,train,0,0.9996,0.5141,0.6314,0.4535
data_clean\train\def_front\cast_def_0_6148.jpeg,train,0,0.0006,0.0033,0.7178,0.4363
data_clean\train\def_front\cast_def_0_6149.jpeg,train,0,0.0000,0.9999,0.0007,0.0005
data_clean\train\def_front\cast_def_0_6153.jpeg,train,0,0.8825,0.0428,0.4271,0.3360
data_clean\train\def_front\cast_def_0_6154.jpeg,train,0,0.0014,0.1270,0.4458,0.2273
data_clean\train\def_front\cast_def_0_6155.jpeg,train,0,0.9979,0.7246,0.7972,0.3232
data_clean\train\def_front\cast_def_0_6156.jpeg,train,0,1.0000,0.0562,0.0043,0.9619
data_clean\train\def_front\cast_def_0_6163.jpeg,train,0,0.0027,0.0786,0.0031,0.9601
data_clean\train\def_front\cast_def_0_6167.jpeg,train,0,0.0023,0.1710,0.4511,0.1452
data_clean\train\def_front\cast_def_0_6169.jpeg,train,0,0.9988,0.7649,0.9588,0.8735
data_clean\train\def_front\cast_def_0_6171.jpeg,train,0,0.0012,0.0111,0.7557,0.2648
data_clean\train\def_front\cast_def_0_6174.jpeg,train,0,0.0008,0.0042,0.7786,0.1766
data_clean\train\def_front\cast_def_0_6175.jpeg,train,0,0.0002,0.0421,0.0099,0.8030
data_clean\train\def_front\cast_def_0_6176.jpeg,train,0,0.0127,0.0884,0.8955,0.1621
data_clean\train\def_front\cast_def_0_6179.jpeg,train,0,0.0003,0.0651,0.7260,0.1054
data_clean\train\def_front\cast_def_0_6181.jpeg,train,0,0.0002,0.9978,0.0005,0.0530
data_clean\train\def_front\cast_def_0_6184.jpeg,train,0,0.0117,0.0317,0.4233,0.6084
data_clean\train\def_front\cast_def_0_6188.jpeg,train,0,0.0006,0.1822,0.7552,0.0684
data_clean\train\def_front\cast_def_0_6189.jpeg,train,0,0.0005,0.0215,0.7696,0.2536
data_clean\train\def_front\cast_def_0_6191.jpeg,train,0,0.0052,0.0004,0.1009,0.9025
data_clean\train\def_front\cast_def_0_6196.jpeg,train,0,0.0007,0.0918,0.8060,0.0559
data_clean\train\def_front\cast_def_0_6197.jpeg,train,0,0.9999,0.1109,0.0045,0.9242
data_clean\train\def_front\cast_def_0_6200.jpeg,train,0,1.0000,0.1774,0.0716,0.7657
data_clean\train\def_front\cast_def_0_6201.jpeg,train,0,0.9979,0.8028,0.9495,0.8462
data_clean\train\def_front\cast_def_0_6206.jpeg,train,0,0.0003,0.0960,0.7818,0.0925
data_clean\train\def_front\cast_def_0_6207.jpeg,train,0,0.0005,0.0725,0.8287,0.0632
data_clean\train\def_front\cast_def_0_6208.jpeg,train,0,0.0004,0.0709,0.7379,0.1264
data_clean\train\def_front\cast_def_0_6210.jpeg,train,1,0.0009,0.9984,0.0003,0.0430
data_clean\train\def_front\cast_def_0_6213.jpeg,train,0,0.0029,0.2034,0.7673,0.1127
data_clean\train\def_front\cast_def_0_6215.jpeg,train,0,0.0002,0.0161,0.7504,0.1765
data_clean\train\def_front\cast_def_0_6219.jpeg,train,0,0.9981,0.6543,0.6158,0.2985
data_clean\train\def_front\cast_def_0_6222.jpeg,train,0,0.0000,0.5285,0.8933,0.0062
data_clean\train\def_front\cast_def_0_6224.jpeg,train,0,0.0656,0.3771,0.8527,0.1892
data_clean\train\def_front\cast_def_0_6227.jpeg,train,0,0.0003,0.1208,0.7489,0.0673
data_clean\train\def_front\cast_def_0_6234.jpeg,train,0,0.0012,0.0128,0.5294,0.3559
data_clean\train\def_front\cast_def_0_6243.jpeg,train,0,0.0002,0.0219,0.8220,0.1099
data_clean\train\def_front\cast_def_0_6245.jpeg,train,0,0.0000,0.5272,0.8556,0.0036
data_clean\train\def_front\cast_def_0_6246.jpeg,train,0,1.0000,0.0816,0.0090,0.9336
data_clean\train\def_front\cast_def_0_6247.jpeg,train,0,0.0027,0.0693,0.7382,0.0785
data_clean\train\def_front\cast_def_0_6248.jpeg,train,0,0.0000,0.7040,0.8635,0.0040
data_clean\train\def_front\cast_def_0_6249.jpeg,train,0,0.9988,0.7544,0.9428,0.8301
data_clean\train\def_front\cast_def_0_6250.jpeg,train,0,0.0950,0.2837,0.7623,0.1983
data_clean\train\def_front\cast_def_0_6254.jpeg,train,0,0.0006,0.0715,0.4027,0.3851
data_clean\train\def_front\cast_def_0_6255.jpeg,train,0,0.0002,0.1760,0.5962,0.0751
data_clean\train\def_front\cast_def_0_6257.jpeg,train,0,0.9996,0.2178,0.0020,0.9621
data_clean\train\def_front\cast_def_0_6258.jpeg,train,0,0.9988,0.4480,0.4250,0.3649
data_clean\train\def_front\cast_def_0_6259.jpeg,train,0,0.9991,0.1974,0.0756,0.5832
data_clean\train\def_front\cast_def_0_6261.jpeg,train,0,0.9990,0.7637,0.9655,0.8753
data_clean\train\def_front\cast_def_0_6264.jpeg,train,0,0.0068,0.1904,0.6667,0.0737
data_clean\train\def_front\cast_def_0_6265.jpeg,train,0,0.0006,0.0309,0.7323,0.2765
data_clean\train\def_front\cast_def_0_6267.jpeg,train,0,0.9991,0.7672,0.9530,0.8241
data_clean\train\def_front\cast_def_0_6269.jpeg,train,0,0.9999,0.1135,0.0057,0.9584
data_clean\train\def_front\cast_def_0_6280.jpeg,train,0,0.0218,0.0585,0.2899,0.7988
data_clean\train\def_front\cast_def_0_6281.jpeg,train,0,0.0002,0.0071,0.7568,0.1636
data_clean\train\def_front\cast_def_0_6282.jpeg,train,0,0.9996,0.0982,0.0054,0.9424
data_clean\train\def_front\cast_def_0_6283.jpeg,train,0,0.9980,0.6816,0.8319,0.3621
data_clean\train\def_front\cast_def_0_6284.jpeg,train,0,0.0009,0.1289,0.8007,0.1165
data_clean\train\def_front\cast_def_0_6285.jpeg,train,0,0.9994,0.1967,0.0033,0.9363
data_clean\train\def_front\cast_def_0_6286.jpeg,train,0,0.0004,0.0777,0.8318,0.0664
data_clean\train\def_front\cast_def_0_6287.jpeg,train,0,0.0667,0.0167,0.0617,0.8979
data_clean\train\def_front\cast_def_0_6291.jpeg,train,0,0.9999,0.1435,0.0015,0.9605
data_clean\train\def_front\cast_def_0_6292.jpeg,train,0,0.9999,0.3312,0.2515,0.3842
data_clean\train\def_front\cast_def_0_6293.jpeg,train,0,0.0053,0.4459,0.8837,0.0458
data_clean\train\def_front\cast_def_0_6298.jpeg,train,0,0.0846,0.3049,0.8119,0.1788
data_clean\train\def_front\cast_def_0_6301.jpeg,train,0,0.0005,0.1794,0.8690,0.0640
data_clean\train\def_front\cast_def_0_6306.jpeg,train,0,0.0014,0.0001,0.1452,0.9476
data_clean\train\def_front\cast_def_0_6307.jpeg,train,0,0.9999,0.3577,0.3176,0.4849
data_clean\train\def_front\cast_def_0_631.jpeg,train,0,0.0001,0.0114,0.7172,0.1893
data_clean\train\def_front\cast_def_0_6310.jpeg,train,0,0.0019,0.0155,0.0255,0.9315
data_clean\train\def_front\cast_def_0_6312.jpeg,train,0,0.9983,0.4828,0.4797,0.3754
data_clean\train\def_front\cast_def_0_6322.jpeg,train,0,0.0005,0.0004,0.3640,0.8724
data_clean\train\def_front\cast_def_0_6324.jpeg,train,0,0.0004,0.0248,0.7067,0.3743
data_clean\train\def_front\cast_def_0_6325.jpeg,train,0,0.0009,0.9892,0.0010,0.1867
data_clean\train\def_front\cast_def_0_6326.jpeg,train,0,0.0851,0.2484,0.8537,0.1825
data_clean\train\def_front\cast_def_0_633.jpeg,train,0,0.9975,0.6533,0.7436,0.4253
data_clean\train\def_front\cast_def_0_6332.jpeg,train,0,0.0002,0.9310,0.0002,0.3346
data_clean\train\def_front\cast_def_0_6339.jpeg,train,0,0.9999,0.2447,0.0209,0.8614
data_clean\train\def_front\cast_def_0_634.jpeg,train,0,0.0004,0.0284,0.8762,0.0991
data_clean\train\def_front\cast_def_0_6342.jpeg,train,0,0.0009,0.0128,0.0592,0.8691
data_clean\train\def_front\cast_def_0_6343.jpeg,train,0,0.0003,0.1422,0.7753,0.0406
data_clean\train\def_front\cast_def_0_6344.jpeg,train,0,0.9998,0.1269,0.0029,0.9625
data_clean\train\def_front\cast_def_0_6349.jpeg,train,0,0.0005,0.0586,0.9593,0.0240
data_clean\train\def_front\cast_def_0_6352.jpeg,train,0,0.0150,0.2958,0.8173,0.2066
data_clean\train\def_front\cast_def_0_6356.jpeg,train,0,0.0004,0.0668,0.7361,0.1501
data_clean\train\def_front\cast_def_0_636.jpeg,train,0,0.0006,0.0828,0.6747,0.1070
data_clean\train\def_front\cast_def_0_6360.jpeg,train,0,0.9991,0.5831,0.8060,0.6629
data_clean\train\def_front\cast_def_0_6365.jpeg,train,0,0.9989,0.1823,0.0475,0.6179
data_clean\train\def_front\cast_def_0_6368.jpeg,train,0,0.9999,0.2876,0.0862,0.7861
data_clean\train\def_front\cast_def_0_6369.jpeg,train,0,0.0000,0.5747,0.8721,0.0046
data_clean\train\def_front\cast_def_0_6372.jpeg,train,0,0.9994,0.3141,0.1326,0.4373
data_clean\train\def_front\cast_def_0_6373.jpeg,train,0,0.0012,0.9855,0.0001,0.4032
data_clean\train\def_front\cast_def_0_6374.jpeg,train,0,0.0029,0.2939,0.8954,0.0770
data_clean\train\def_front\cast_def_0_6378.jpeg,train,0,0.0001,0.2515,0.8436,0.0285
data_clean\train\def_front\cast_def_0_6381.jpeg,train,0,0.0095,0.0059,0.0064,0.9847
data_clean\train\def_front\cast_def_0_6382.jpeg,train,0,0.9927,0.7446,0.7844,0.2921
data_clean\train\def_front\cast_def_0_6383.jpeg,train,0,0.0081,0.0536,0.5446,0.4677
data_clean\train\def_front\cast_def_0_6388.jpeg,train,0,0.0010,0.9968,0.0005,0.1075
data_clean\train\def_front\cast_def_0_6390.jpeg,train,0,0.9997,0.6644,0.9377,0.8792
data_clean\train\def_front\cast_def_0_6392.jpeg,train,0,0.0107,0.0675,0.9447,0.0482
data_clean\train\def_front\cast_def_0_6393.jpeg,train,0,0.0004,0.0043,0.5398,0.6337
data_clean\train\def_front\cast_def_0_6394.jpeg,train,0,0.0024,0.0350,0.6373,0.1810
data_clean\train\def_front\cast_def_0_6395.jpeg,train,0,0.0009,0.1576,0.9288,0.0615
data_clean\train\def_front\cast_def_0_640.jpeg,train,1,0.0006,0.9520,0.0095,0.1495
data_clean\train\def_front\cast_def_0_6401.jpeg,train,0,0.0011,0.9981,0.0002,0.0708
data_clean\train\def_front\cast_def_0_6404.jpeg,train,0,1.0000,0.2961,0.3458,0.4008
data_clean\train\def_front\cast_def_0_6405.jpeg,train,0,0.9999,0.0677,0.0029,0.9581
data_clean\train\def_front\cast_def_0_6409.jpeg,train,0,0.0083,0.0225,0.4308,0.5005
data_clean\train\def_front\cast_def_0_6410.jpeg,train,0,0.0000,0.3234,0.9502,0.0049
data_clean\train\def_front\cast_def_0_6411.jpeg,train,0,0.0774,0.3688,0.8526,0.1502
data_clean\train\def_front\cast_def_0_6415.jpeg,train,0,0.0002,0.9991,0.0002,0.0229
data_clean\train\def_front\cast_def_0_6418.jpeg,train,0,0.0010,0.1524,0.8786,0.0254
data_clean\train\def_front\cast_def_0_6420.jpeg,train,0,0.9993,0.2604,0.0047,0.9692
data_clean\train\def_front\cast_def_0_6422.jpeg,train,0,0.0006,0.9841,0.0011,0.0675
data_clean\train\def_front\cast_def_0_6425.jpeg,train,0,0.0001,0.0779,0.0096,0.6367
data_clean\train\def_front\cast_def_0_6426.jpeg,train,0,0.0009,0.1491,0.7429,0.1145
data_clean\train\def_front\cast_def_0_6427.jpeg,train,0,0.0118,0.0960,0.5888,0.1434
data_clean\train\def_front\cast_def_0_6431.jpeg,train,0,0.9999,0.0905,0.0311,0.6623
data_clean\train\def_front\cast_def_0_6434.jpeg,train,0,0.0000,0.4867,0.9177,0.0070
data_clean\train\def_front\cast_def_0_6435.jpeg,train,0,0.9999,0.0777,0.0119,0.9155
data_clean\train\def_front\cast_def_0_6438.jpeg,train,0,0.0001,0.9920,0.0045,0.0345
data_clean\train\def_front\cast_def_0_6443.jpeg,train,0,0.0014,0.0816,0.9380,0.0522
data_clean\train\def_front\cast_def_0_6444.jpeg,train,0,0.0001,0.0443,0.0239,0.6295
data_clean\train\def_front\cast_def_0_6446.jpeg,train,0,0.9995,0.2514,0.0372,0.6251
data_clean\train\def_front\cast_def_0_6451.jpeg,train,0,0.9998,0.1774,0.0451,0.8041
data_clean\train\def_front\cast_def_0_6456.jpeg,train,0,0.9961,0.2880,0.1670,0.7484
data_clean\train\def_front\cast_def_0_6459.jpeg,train,0,0.1052,0.0207,0.0010,0.9891
data_clean\train\def_front\cast_def_0_6462.jpeg,train,0,0.9993,0.7721,0.9648,0.8824
data_clean\train\def_front\cast_def_0_6464.jpeg,train,0,0.1440,0.3389,0.7649,0.2455
data_clean\train\def_front\cast_def_0_6472.jpeg,train,0,0.0093,0.2154,0.9320,0.0896
data_clean\train\def_front\cast_def_0_6474.jpeg,train,0,0.0002,0.0176,0.9441,0.0451
data_clean\train\def_front\cast_def_0_6476.jpeg,train,0,0.0002,0.0059,0.7173,0.1790
data_clean\train\def_front\cast_def_0_6479.jpeg,train,0,0.0008,0.9984,0.0006,0.0261
data_clean\train\def_front\cast_def_0_6480.jpeg,train,0,0.0082,0.1841,0.3098,0.2094
data_clean\train\def_front\cast_def_0_6483.jpeg,train,0,0.9995,0.7642,0.9665,0.8367
data_clean\train\def_front\cast_def_0_6484.jpeg,train,0,0.0000,0.5502,0.8539,0.0067
